city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Etnedal,60.88638,9.6408000000001
Nord-Aurdal,60.92467,9.4144900000001
Vestre Slidre,61.08842,8.98196
Øystre Slidre,61.13377,9.07872
Vang,61.2144,8.5042
Trondheim,63.44,10.4
Steinkjer,64.0147,11.4942
Namsos,64.466291,11.495593
Frøya,63.9705172,8.8887428
Osen,64.2972342,10.5121107
Oppdal,62.5667,9.6
Rennebu,62.8766319,9.8407465
Røros,62.5747,11.3842
Holtålen,62.84372,11.275985
Midtre Gauldal,63.041944444444,10.296944444444
Melhus,63.2856,10.2781
Skaun,63.2494427,10.0577887
Malvik,63.3728,10.7508
Selbu,63.1983,11.1403
Tydal,63.0183,11.815
Meråker,63.4381,11.8494
Stjørdal,63.475,11.1708
Frosta,63.6039,10.7744
Levanger,63.7464,11.2996
Verdal,63.7922,11.4817
Snåase,64.24606,12.38294
Lierne,64.3600142,13.7165103
Raarvihke,64.887972568892,13.552091248002
Namsskogan,64.8719,12.9764
Grong,64.5314,12.62
Høylandet,64.7242,12.3339
Overhalla,64.494,11.95127
Flatanger,64.49288,10.89751
Leka,65.0833,11.6336
Inderøy,63.87826,11.28424
Indre Fosen,63.58897,9.95847
Heim,63.2927,9.0822400000001
Hitra,63.5472,8.8547
Ørland,63.669573,9.491977
Åfjord,63.9778,10.3856
Orkland,63.2302,9.6931
Nærøysund,64.86208,11.22911
Rindal,63.0422,9.2894
Bodø,67.2833,14.3833
Narvik,68.4383,17.4278
Bindal,65.0878,12.37747
Sømna,65.31379,12.16729
Brønnøy,65.473558,12.207735
Vega,65.67539,11.96456
Vevelstad,65.6683,12.5186
Herøy (Nordland),65.9843,12.288
Alstahaug,65.9567,12.5728
Leirfjord,66.0923251,13.0331566
Vefsn,65.837654,11.6591
Grane,65.58521,13.39364
Aarborte,65.5962337,13.9910118
Dønna,66.1069,12.48704
Nesna,66.2578,13.035
Hemnes,66.0767,13.81879
Rana,66.313712,14.141975
Lurøy,66.4319,12.855
Træna,66.5075,12.0308
Rødøy,66.71195,13.28608
Meløy,66.87182,13.70888
Gildeskål,67.03482,14.02698
Beiarn,66.8415543,14.7008014
Saltdal,67.09074,15.37713
Fauske,67.25883,15.39181
Sørfold,67.689084,15.845167
Steigen,67.7983,15.1719
Lødingen,68.4042,15.5714
Evenes,68.48672,16.896562
Røst,67.52,12.0989
Værøy,67.6649,12.6959
Flakstad,68.09162,13.23408
Vestvågøy,68.166672,13.75
Vågan,68.2363,14.55511
Hadsel,68.5241987,15.0004486
Bø,68.6953,14.5794
Øksnes,68.91505,15.08845
Sortland,68.6957,15.405
Andøy,69.3161,16.1253
Moskenes,67.90006,13.04656
Hábmer - Hamarøy,67.963338,15.931941
Tromsø,69.6546,18.9637
Harstad,68.822194,16.502083
Alta,69.9686,23.2714
Vardø,70.3705,31.1095
Vadsø,70.0733,29.7497
Hammerfest,70.6634,23.6821
Kvæfjord,68.634324,15.904909
Dielddanuorri,70.267319,21.601418
Ibestad,68.7878,17.1506
Gratangen,68.731694,17.369743
Loabák - Lavangen,68.801483,17.72286
Bardu,68.8606,18.3505
Salangen,68.87468,17.84235
Målselv,69.1176,18.6211
Sørreisa,69.0919,18.1936
Dyrøy,69.032499,17.572769
Senja,69.3333,17.5
Balsfjord,69.3047,19.2036
Karlsøy,70.0581,19.8959
Lyngen,69.5762,20.217
Storfjord,69.2686,19.96089
Gáivuotna,69.5544,20.5514
Skjervøy,70.0853,20.6594
Nordreisa,69.76909,21.02496
Kvænangen,69.875939,22.0383256
Guovdageaidnu,67.280357,14.404916
Loppa,70.33363,21.44985
Hasvik,70.48708,22.1571
Måsøy,70.99654,24.66146
Nordkapp,71.164932,25.786972
Porsanger,70.3851611,25.3014458
Karasjok,69.471935,25.510813
Lebesby,70.57388,27.00446
Gamvik,27.00446,28.2465
Berlevåg,70.857,29.093
Deatnu Tana,70.0842756,27.9868983
Unjárga,70.15197,28.8648
Båtsfjord,70.4833,29.9333
Sør-Varanger,69.72859,30.04264
Oslo,59.9111,10.7528
Halden,59.1264,11.4828
Moss,59.434,10.6577
Sarpsborg,59.2839,11.1096
Fredrikstad,59.2167,10.95
Drammen,59.7439,10.2045
Kongsberg,59.665,9.6464
Ringerike,60.16623,10.25817
Hvaler,59.0358,11.0517
Aremark,59.24543,11.68274
Marker,59.34348,11.67236
Indre Østfold,59.55546,11.32643
Skiptvet,59.4806,11.1444
Rakkestad,59.3731,11.4203
Råde,59.3489,10.855
Våler,60.6784,11.8331
Vestby,59.575,10.7319
Nordre Follo,59.766944444444,10.812777777778
Ås,59.6603,10.7836
Frogn,59.6989,10.6553
Nesodden,59.865528,10.659401
Bærum,59.89455,10.546343
Asker,59.8331,10.4392
Aurskog-Høland,59.88321,11.56491
Rælingen,59.94226,11.05821
Enebakk,59.7639,11.1444
Lørenskog,59.8989,10.9642
Lillestrøm,59.95,11.0833
Nittedal,60.0731,10.8722
Gjerdrum,69.5338448,18.6374616
Ullensaker,60.14241,11.17238
Nes,60.50575,9.080902
Eidsvoll,60.3475,11.2508
Nannestad,60.2456,10.9528
Hurdal,60.4158,11.0086
Hole,60.08921,10.28657
Flå,60.4086,9.4842
Nesbyen,60.5583,9.1011
Gol,60.7503,8.9847
Hemsedal,60.9058,8.5147
Ål,60.6756,8.5769
Hol,60.615,8.3022
Sigdal,60.04519,9.6368600000001
Krødsherad,60.156088,9.625777
Modum,59.90232,9.93868
Øvre Eiker,59.77152,9.9063
Lier,59.8675,10.2142
Flesberg,59.8478,9.4822
Rollag,59.9839,9.2953
Nore og Uvdal,60.26729,8.9462
Jevnaker,60.2389,10.3931
Lunner,60.2528,10.6672
Horten,59.4172,10.4834
Holmestrand,59.4875,10.3175
Tønsberg,59.2981,10.4236
Sandefjord,59.1288,10.2197
Larvik,59.0532,10.0271
Porsgrunn,59.1419,9.6568
Skien,59.2096,9.609
Notodden,59.5617,9.2658
Færder,59.22791,10.4153
Siljan,59.2975,9.7064
Bamble,59.0197,9.5608
Kragerø,58.8869,9.3469
Drangedal,59.1233,8.9819
Nome,59.2943551,9.0761345
Midt-Telemark,59.479656,9.011173
Tinn,59.87843,8.5934300000001
Hjartdal,59.60012,8.66101
Seljord,59.5133,8.6489
Kviteseid,59.4042,8.4911
Nissedal,59.02559,8.5203100000001
Fyresdal,59.1658,8.0197
Tokke,59.4756002,7.7071715
Vinje,59.8014,7.7792
Risør,58.7247,9.23
Grimstad,58.3405,8.5934
Arendal,58.4617,8.7721
Kristiansand,58.1467,7.9956
Lindesnes,58.0844,7.3016
Farsund,58.0828,6.7528
Flekkefjord,58.3272,6.6667
Gjerstad,58.8809,9.0175
Vegårshei,58.7756,8.8322
Tvedestrand,58.6219,8.9314
Froland,58.5306,8.6546
Lillesand,58.2488,8.3778
Birkenes,58.4494,8.2333
Åmli,58.7657,8.4839
Iveland,58.4411,7.9558
Evje og Hornnes,58.593888888889,7.8608333333333
Bygland,58.8244,7.8019
Valle,59.1642,7.4725
Bykle,59.4431,7.255
Vennesla,58.3106,7.8569
Åseral,58.7019,7.3936
Lyngdal,58.1333,7.0833
Hægebostad,58.39081,7.2350000000001
Kvinesdal,58.3381,7.0231
Sirdal,58.6651,6.71585
Eigersund,58.4513,5.9997
Stavanger,58.9701,5.7333
Haugesund,59.4102,5.2755
Sandnes,58.85,5.7333
Sokndal,58.34502,6.2921700000001
Lund,67.80719,14.847122
Bjerkreim,58.6569,6.1467
Hå,59.661152,9.649429
Klepp,58.77389,5.62935
Time,58.7228,5.7653
Gjesdal,58.831209,6.277085
Sola,58.88,5.6286
Randaberg,59.0017,5.6153
Strand,59.0633,6.0278
Hjelmeland,59.2172,6.4611
Suldal,59.48272,6.25866
Sauda,59.6875,6.4372
Kvitsøy,59.0622,5.4117
Bokn,59.2003,5.4231
Tysvær,59.3617,5.5428
Karmøy,59.32627,5.2855500000001
Utsira,59.3072,4.8861
Vindafjord,59.666622,5.646119
Bergen,60.3925,5.3233
Kinn,68.941,15.899
Etne,59.6839,6.0475
Sveio,59.5736,5.3633
Bømlo,59.7794,5.2183
Stord,59.8081,5.4664
Fitjar,59.9189,5.3714
Tysnes,59.9983,5.5772
Kvinnherad,59.9361331,5.9955943
Ullensvang,60.37501,6.72073
Eidfjord,60.4966,7.1411
Ulvik,60.6211,7.0803
Voss,60.7025,6.4231
Kvam,61.6656,9.689842
Samnanger,60.46,5.9
Bjørnafjorden,60.11194,5.55972
Austevoll,60.0378,5.2683
Øygarden,60.59041,4.8389
Askøy,60.4667,5.15
Vaksdal,60.6069,5.8161
Modalen,60.8172,5.80247
Osterøy,60.52546,5.50165
Alver,60.633663,13.0881
Austrheim,60.7711,4.9261
Fedje,60.7689,4.7306
Masfjorden,60.87536,5.5866800000001
Gulen,60.961459,9.3019
Solund,61.07394,4.83876
Hyllestad,61.1633,5.3389
Høyanger,61.1881,5.8956
Vik,61.0571,6.5781
Sogndal,61.2297,7.1006
Aurland,60.906094,7.186683
Lærdal,61.100033,7.472323
Årdal,61.551109,6.345722
Luster,61.44572,7.4622000000001
Askvoll,61.4058,5.2422
Fjaler,61.2920048,5.3396677
Sunnfjord,61.453092,5.85092
Bremanger,61.83913,4.99058
Stad,62.472229,6.149482
Gloppen,61.81047,6.1521000000001
Stryn,61.8386,6.8628
Kristiansund,63.1105,7.7279
Molde,62.7333,7.1833
Ålesund,62.4723,6.1549
Vanylven,62.10059,5.5585300000001
Sande,61.3333,5.8
Herøy,62.3215528,5.6590031
Ulstein,62.3564,5.8539
Hareid,62.3642,6.0014
Ørsta,62.2003,6.1322
Stranda,62.1667,6.9667
Sykkylven,62.3756,6.6442
Sula,63.845215,8.458613
Giske,62.5007,6.13472
Vestnes,62.6213,7.0897
Rauma,62.5285491,7.7239244
Aukra,62.805,6.8872
Averøy,63.084072,7.540489
Gjemnes,62.892053,7.677038
Tingvoll,62.9,8.2
Sunndal,62.673517,8.566112
Surnadal,62.9475,8.77
Smøla,63.4684656,7.6953638
Aure,63.2686,8.6078
Volda,62.1468,6.068
Fjord,62.103561,7.099228
Hustadvika,62.96667,6.91667
Hopen,63.4667,8.0167
Copenhagen,55.6761,12.5689,Denmark,DK,Hovedstaden,primary,602481,602481
Aarhus,56.1572,10.2107,Denmark,DK,Midtjylland,minor,237551,227100
Odense,55.4004,10.3833,Denmark,DK,Syddanmark,minor,158222,145931
Aalborg,57.0337,9.9166,Denmark,DK,Nordjylland,admin,122219,101616
Esbjerg,55.4670,8.4500,Denmark,DK,Syddanmark,minor,72205,63947
Vejle,55.7090,9.5350,Denmark,DK,Syddanmark,admin,51177,51177
Roskilde,55.6500,12.0833,Denmark,DK,Sjælland,minor,44285,40284
Viborg,56.4333,9.4000,Denmark,DK,Midtjylland,admin,34831,31057
Svendborg,55.0704,10.6167,Denmark,DK,Syddanmark,minor,29180,27553
Hillerød,55.9333,12.3167,Denmark,DK,Hovedstaden,admin,28313,28313
Frederikshavn,57.4337,10.5333,Denmark,DK,Nordjylland,minor,24103,20667
Sorø,55.4330,11.5667,Denmark,DK,Sjælland,admin,7167,7167
Frederiksberg,55.6785,12.5221,Denmark,DK,Hovedstaden,minor,,
Søborg,55.7302,12.5098,Denmark,DK,Hovedstaden,minor,,
Hvidovre,55.6503,12.4758,Denmark,DK,Hovedstaden,minor,,
Rødovre,55.6827,12.4644,Denmark,DK,Hovedstaden,minor,,
Charlottenlund,55.7537,12.5918,Denmark,DK,Hovedstaden,minor,,
Horsens,55.8657,9.8735,Denmark,DK,Midtjylland,minor,,
Slagelse,55.4027,11.3541,Denmark,DK,Sjælland,minor,,
Sønderborg,54.9106,9.7928,Denmark,DK,Syddanmark,minor,,
Randers,56.4607,10.0364,Denmark,DK,Midtjylland,minor,,
Helsingør,56.0294,12.5863,Denmark,DK,Hovedstaden,minor,,
Ringkøbing,56.0864,8.2487,Denmark,DK,Midtjylland,minor,,
Herlev,55.7235,12.4404,Denmark,DK,Hovedstaden,minor,,
Kongens Lyngby,55.7718,12.5060,Denmark,DK,Hovedstaden,minor,,
Kolding,55.4929,9.4681,Denmark,DK,Syddanmark,minor,,
Ballerup,55.7198,12.3520,Denmark,DK,Hovedstaden,minor,,
Taastrup,55.6475,12.3120,Denmark,DK,Hovedstaden,minor,,
Vallensbæk Strand,55.6139,12.3895,Denmark,DK,Hovedstaden,minor,,
Glostrup,55.6666,12.4038,Denmark,DK,Hovedstaden,minor,,
Brøndby,55.6541,12.4215,Denmark,DK,Hovedstaden,minor,,
Frederiksværk,55.9677,12.0215,Denmark,DK,Hovedstaden,minor,,
Holbæk,55.7135,11.7169,Denmark,DK,Sjælland,minor,,
Næstved,55.2249,11.7842,Denmark,DK,Sjælland,minor,,
Dragør,55.5946,12.6690,Denmark,DK,Hovedstaden,minor,,
Albertslund,55.6623,12.3351,Denmark,DK,Hovedstaden,minor,,
Holstebro,56.3595,8.6208,Denmark,DK,Midtjylland,minor,,
Hørsholm,55.8810,12.5011,Denmark,DK,Hovedstaden,minor,,
Hjørring,57.4663,9.9889,Denmark,DK,Nordjylland,minor,,
Struer,56.4862,8.6044,Denmark,DK,Midtjylland,minor,,
Frederikssund,55.8389,12.0676,Denmark,DK,Hovedstaden,minor,,
Rudkøbing,54.9380,10.7214,Denmark,DK,Syddanmark,minor,,
Ishøj,55.6184,12.3281,Denmark,DK,Hovedstaden,minor,,
Køge,55.4600,12.1834,Denmark,DK,Sjælland,minor,,
Rønne,55.1009,14.7066,Denmark,DK,Hovedstaden,minor,,
Herning,56.1333,8.9833,Denmark,DK,Midtjylland,minor,,
Kerteminde,55.4505,10.6584,Denmark,DK,Syddanmark,minor,,
Allerød,55.8703,12.3574,Denmark,DK,Hovedstaden,minor,,
Haderslev,55.2524,9.4893,Denmark,DK,Syddanmark,minor,,
Fredericia,55.5758,9.7617,Denmark,DK,Syddanmark,minor,,
Farum,55.8099,12.3623,Denmark,DK,Hovedstaden,minor,,
Kalundborg,55.6820,11.1004,Denmark,DK,Sjælland,minor,,
Assens,55.2712,9.9053,Denmark,DK,Syddanmark,minor,,
Nykøbing Falster,54.7655,11.8751,Denmark,DK,Sjælland,minor,,
Solrød Strand,55.5364,12.2252,Denmark,DK,Sjælland,minor,,
Middelfart,55.4992,9.7445,Denmark,DK,Syddanmark,minor,,
Nykøbing Mors,56.7917,8.8499,Denmark,DK,Nordjylland,minor,,
Skive,56.5638,9.0402,Denmark,DK,Midtjylland,minor,,
Nyborg,55.3058,10.8034,Denmark,DK,Syddanmark,minor,,
Aabenraa,55.0362,9.4180,Denmark,DK,Syddanmark,minor,,
Holte,55.8167,12.4667,Denmark,DK,Hovedstaden,minor,,
Hobro,56.6381,9.7953,Denmark,DK,Nordjylland,minor,,
Thisted,56.9588,8.6964,Denmark,DK,Nordjylland,minor,,
Greve,55.5966,12.2492,Denmark,DK,Sjælland,minor,,
Kokkedal,55.9098,12.5152,Denmark,DK,Hovedstaden,minor,,
Silkeborg,56.1701,9.5652,Denmark,DK,Midtjylland,minor,,
Grenaa,56.4128,10.8956,Denmark,DK,Midtjylland,minor,,
Haslev,55.3179,11.9740,Denmark,DK,Sjælland,minor,,
Skanderborg,56.0313,9.9317,Denmark,DK,Midtjylland,minor,,
Ringsted,55.4411,11.8094,Denmark,DK,Sjælland,minor,,
Maribo,54.7752,11.5024,Denmark,DK,Sjælland,minor,,
Kastrup,55.6352,12.6489,Denmark,DK,Hovedstaden,minor,,
Bogense,55.5652,10.0929,Denmark,DK,Syddanmark,minor,,
Hedensted,55.7701,9.6967,Denmark,DK,Midtjylland,minor,,
Vejen,55.4812,9.1379,Denmark,DK,Syddanmark,minor,,
Helsinge,56.0197,12.1990,Denmark,DK,Hovedstaden,minor,,
Brønderslev,57.2651,9.9599,Denmark,DK,Nordjylland,minor,,
Vordingborg,55.0104,11.9039,Denmark,DK,Sjælland,minor,,
Stenløse,55.7677,12.1960,Denmark,DK,Hovedstaden,minor,,
Odder,55.9772,10.1683,Denmark,DK,Midtjylland,minor,,
Ærøskøbing,54.8912,10.4083,Denmark,DK,Syddanmark,minor,,
Tønder,54.9431,8.8693,Denmark,DK,Syddanmark,minor,,
Hinnerup,56.2661,10.0630,Denmark,DK,Midtjylland,minor,,
Støvring,56.8909,9.8310,Denmark,DK,Nordjylland,minor,,
Aars,56.8038,9.5158,Denmark,DK,Nordjylland,minor,,
Ikast,56.1367,9.1600,Denmark,DK,Midtjylland,minor,,
Kirke Hvalsø,55.5958,11.8616,Denmark,DK,Sjælland,minor,,
Ringe,55.2451,10.4706,Denmark,DK,Syddanmark,minor,,
Varde,55.6216,8.4807,Denmark,DK,Syddanmark,minor,,
Rønde,56.3015,10.4751,Denmark,DK,Midtjylland,minor,,
Aabybro,57.1500,9.7500,Denmark,DK,Nordjylland,minor,,
Store Heddinge,55.3100,12.3898,Denmark,DK,Sjælland,minor,,
Grindsted,55.7540,8.9123,Denmark,DK,Syddanmark,minor,,
Højby,55.9115,11.5976,Denmark,DK,Sjælland,minor,,
Tranebjerg,55.8326,10.5972,Denmark,DK,Midtjylland,minor,,
Byrum,57.2568,10.9974,Denmark,DK,Nordjylland,minor,,
Lemvig,56.5333,8.3000,Denmark,DK,Midtjylland,minor,,
Helsinki,60.1756,24.9342,Finland,FI,Uusimaa,primary,642045,642045
Espoo,60.2100,24.6600,Finland,FI,Uusimaa,minor,269802,269802
Tampere,61.4981,23.7608,Finland,FI,Pirkanmaa,admin,225118,225118
Vantaa,60.3000,25.0333,Finland,FI,Uusimaa,minor,214605,214605
Oulu,65.0142,25.4719,Finland,FI,Pohjois-Pohjanmaa,admin,200526,200526
Turku,60.4517,22.2700,Finland,FI,Varsinais-Suomi,admin,187604,187604
Jyväskylä,62.2333,25.7333,Finland,FI,Keski-Suomi,admin,137368,137368
Kuopio,62.8925,27.6783,Finland,FI,Pohjois-Savo,admin,120246,120246
Lahti,60.9804,25.6550,Finland,FI,Päijät-Häme,admin,118119,118119
Kouvola,60.8681,26.7042,Finland,FI,Kymenlaakso,admin,85855,85855
Pori,61.4847,21.7972,Finland,FI,Satakunta,admin,85363,85363
Joensuu,62.6000,29.7639,Finland,FI,Pohjois-Karjala,admin,75514,75514
Lappeenranta,61.0583,28.1861,Finland,FI,Etelä-Karjala,admin,72875,72875
Hämeenlinna,61.0000,24.4414,Finland,FI,Kanta-Häme,admin,68011,68011
Vaasa,63.1000,21.6167,Finland,FI,Pohjanmaa,admin,67619,67619
Rovaniemi,66.5028,25.7285,Finland,FI,Lappi,admin,61763,61763
Seinäjoki,62.7903,22.8403,Finland,FI,Etelä-Pohjanmaa,admin,61530,61530
Mikkeli,61.6875,27.2736,Finland,FI,Etelä-Savo,admin,54665,54665
Kotka,60.4667,26.9458,Finland,FI,Kymenlaakso,minor,54319,54319
Salo,60.3831,23.1331,Finland,FI,Varsinais-Suomi,minor,53890,53890
Porvoo,60.3931,25.6639,Finland,FI,Uusimaa,minor,49928,49928
Kokkola,63.8376,23.1320,Finland,FI,Keski-Pohjanmaa,admin,47570,47570
Lohja,60.2500,24.0667,Finland,FI,Uusimaa,minor,47353,47353
Hyvinkää,60.6306,24.8597,Finland,FI,Uusimaa,minor,46463,46463
Nurmijärvi,60.4667,24.8083,Finland,FI,Uusimaa,minor,42709,42709
Järvenpää,60.4722,25.0889,Finland,FI,Uusimaa,minor,40106,40106
Rauma,61.1167,21.5000,Finland,FI,Satakunta,minor,39809,39809
Kirkkonummi,60.1167,24.4167,Finland,FI,Uusimaa,minor,38649,38649
Tuusula,60.4028,25.0292,Finland,FI,Uusimaa,minor,38646,38646
Kajaani,64.2250,27.7333,Finland,FI,Kainuu,admin,37622,37622
Jyväskylän Maalaiskunta,62.2889,25.7417,Finland,FI,Keski-Suomi,,36100,36100
Savonlinna,61.8667,28.8831,Finland,FI,Etelä-Savo,minor,35523,35523
Kerava,60.4028,25.1000,Finland,FI,Uusimaa,minor,35293,35293
Nokia,61.4767,23.5053,Finland,FI,Pirkanmaa,minor,33322,33322
Ylöjärvi,61.5500,23.5833,Finland,FI,Pirkanmaa,minor,32738,32738
Kaarina,60.4069,22.3722,Finland,FI,Varsinais-Suomi,minor,32590,32590
Kangasala,61.4639,24.0650,Finland,FI,Pirkanmaa,minor,32229,32229
Riihimäki,60.7333,24.7667,Finland,FI,Kanta-Häme,minor,29269,29269
Vihti,60.4167,24.3331,Finland,FI,Uusimaa,,28919,28919
Raseborg,59.9750,23.4361,Finland,FI,Uusimaa,minor,28405,28405
Imatra,61.1931,28.7764,Finland,FI,Etelä-Karjala,minor,27835,27835
Sastamala,61.3417,22.9083,Finland,FI,Pirkanmaa,minor,25220,25220
Raahe,64.6847,24.4792,Finland,FI,Pohjois-Pohjanmaa,minor,25165,25165
Raisio,60.4861,22.1694,Finland,FI,Varsinais-Suomi,minor,24290,24290
Hollola,60.9886,25.5128,Finland,FI,Päijät-Häme,minor,23915,23915
Lempäälä,61.3139,23.7528,Finland,FI,Pirkanmaa,minor,22536,22536
Iisalmi,63.5611,27.1889,Finland,FI,Pohjois-Savo,minor,21945,21945
Tornio,65.8497,24.1441,Finland,FI,Lappi,minor,21928,21928
Siilinjärvi,63.0750,27.6600,Finland,FI,Pohjois-Savo,minor,21794,21794
Kemi,65.7336,24.5634,Finland,FI,Lappi,minor,21758,21758
Kurikka,62.6167,22.4000,Finland,FI,Etelä-Pohjanmaa,minor,21734,21734
Jämsä,61.8639,25.1903,Finland,FI,Keski-Suomi,minor,21542,21542
Varkaus,62.3167,27.8833,Finland,FI,Pohjois-Savo,minor,21155,21155
Valkeakoski,61.2667,24.0306,Finland,FI,Pirkanmaa,minor,20800,20800
Mäntsälä,60.6331,25.3167,Finland,FI,Uusimaa,minor,20685,20685
Äänekoski,62.6042,25.7264,Finland,FI,Keski-Suomi,minor,19919,19919
Hamina,60.5697,27.1981,Finland,FI,Kymenlaakso,minor,19877,19877
Heinola,61.2028,26.0319,Finland,FI,Päijät-Häme,minor,19575,19575
Jakobstad,63.6667,22.7000,Finland,FI,Pohjanmaa,minor,19436,19436
Sipoo,60.3764,25.2722,Finland,FI,Uusimaa,minor,19399,19399
Korsholm,63.1125,21.6778,Finland,FI,Pohjanmaa,minor,19302,19302
Lieto,60.5000,22.4497,Finland,FI,Varsinais-Suomi,minor,19263,19263
Naantali,60.4681,22.0264,Finland,FI,Varsinais-Suomi,minor,18916,18916
Pirkkala,61.4667,23.6500,Finland,FI,Pirkanmaa,minor,18913,18913
Laukaa,62.4167,25.9500,Finland,FI,Keski-Suomi,minor,18865,18865
Pieksämäki,62.3000,27.1583,Finland,FI,Etelä-Savo,minor,18220,18220
Forssa,60.8167,23.6167,Finland,FI,Kanta-Häme,minor,17422,17422
Kempele,64.9125,25.5083,Finland,FI,Pohjois-Pohjanmaa,minor,17066,17066
Toijala,61.1667,23.8681,Finland,FI,Pirkanmaa,minor,17043,17043
Kauhava,63.1014,23.0639,Finland,FI,Etelä-Pohjanmaa,minor,16784,16784
Loimaa,60.8514,23.0583,Finland,FI,Varsinais-Suomi,minor,16467,16467
Orimattila,60.8042,25.7333,Finland,FI,Päijät-Häme,minor,16326,16326
Kuusamo,65.9667,29.1667,Finland,FI,Pohjois-Pohjanmaa,minor,15688,15688
Uusikaupunki,60.7833,21.4167,Finland,FI,Varsinais-Suomi,minor,15510,15510
Pargas,60.3000,22.3000,Finland,FI,Varsinais-Suomi,minor,15457,15457
Loviisa,60.4569,26.2250,Finland,FI,Uusimaa,minor,15311,15311
Ylivieska,64.0722,24.5375,Finland,FI,Pohjois-Pohjanmaa,minor,15039,15039
Nastola,60.9477,25.9301,Finland,FI,Päijät-Häme,minor,14890,14890
Kontiolahti,62.7667,29.8500,Finland,FI,Pohjois-Karjala,minor,14827,14827
Lapua,62.9708,23.0069,Finland,FI,Etelä-Pohjanmaa,minor,14609,14609
Kauhajoki,62.4319,22.1794,Finland,FI,Etelä-Pohjanmaa,minor,13875,13875
Ulvila,61.4292,21.8750,Finland,FI,Satakunta,minor,13237,13237
Kalajoki,64.2597,23.9486,Finland,FI,Pohjois-Pohjanmaa,minor,12621,12621
Ilmajoki,62.7333,22.5833,Finland,FI,Etelä-Pohjanmaa,minor,12159,12159
Liperi,62.5333,29.3833,Finland,FI,Pohjois-Karjala,minor,12150,12150
Eura,61.1333,22.0833,Finland,FI,Satakunta,minor,12128,12128
Alavus,62.5861,23.6194,Finland,FI,Etelä-Pohjanmaa,minor,12044,12044
Lieksa,63.3167,30.0167,Finland,FI,Pohjois-Karjala,minor,11772,11772
Kankaanpää,61.8042,22.3944,Finland,FI,Satakunta,minor,11769,11769
Mariehamn,60.0986,19.9444,Finland,FI,Åland,admin,11461,11461
Nivala,63.9292,24.9778,Finland,FI,Pohjois-Pohjanmaa,minor,10876,10876
Kitee,62.0986,30.1375,Finland,FI,Pohjois-Karjala,minor,10832,10832
Hämeenkyrö,61.6333,23.2000,Finland,FI,Pirkanmaa,minor,10667,10667
Paimio,60.4569,22.6861,Finland,FI,Varsinais-Suomi,minor,10620,10620
Sotkamo,64.1333,28.3833,Finland,FI,Kainuu,minor,10523,10523
Huittinen,61.1764,22.6986,Finland,FI,Satakunta,minor,10473,10473
Keuruu,62.2597,24.7069,Finland,FI,Keski-Suomi,minor,10117,10117
Alajärvi,63.0000,23.8167,Finland,FI,Etelä-Pohjanmaa,minor,10006,10006
Lapinlahti,63.3667,27.3833,Finland,FI,Pohjois-Savo,minor,9982,9982
Ii,65.3167,25.3722,Finland,FI,Pohjois-Pohjanmaa,minor,9966,9966
Leppävirta,62.4917,27.7875,Finland,FI,Pohjois-Savo,minor,9953,9953
Liminka,64.8083,25.4167,Finland,FI,Pohjois-Pohjanmaa,minor,9937,9937
Saarijärvi,62.7056,25.2569,Finland,FI,Keski-Suomi,minor,9915,9915
Muurame,62.1292,25.6722,Finland,FI,Keski-Suomi,minor,9791,9791
Masku,60.5708,22.1000,Finland,FI,Varsinais-Suomi,minor,9706,9706
Kauniainen,60.2097,24.7264,Finland,FI,Uusimaa,minor,9486,9486
Orivesi,61.6778,24.3569,Finland,FI,Pirkanmaa,minor,9408,9408
Närpes,62.4736,21.3375,Finland,FI,Pohjanmaa,minor,9387,9387
Somero,60.6292,23.5139,Finland,FI,Varsinais-Suomi,minor,9093,9093
Muhos,64.8000,26.0000,Finland,FI,Pohjois-Pohjanmaa,minor,9063,9063
Karkkila,60.5347,24.2097,Finland,FI,Uusimaa,minor,8969,8969
Hanko,59.8236,22.9681,Finland,FI,Uusimaa,minor,8864,8864
Kuhmo,64.1250,29.5167,Finland,FI,Kainuu,minor,8806,8806
Sodankylä,67.4149,26.5907,Finland,FI,Lappi,minor,8782,8782
Kiuruvesi,63.6528,26.6194,Finland,FI,Pohjois-Savo,minor,8600,8600
Laitila,60.8792,21.6931,Finland,FI,Varsinais-Suomi,minor,8520,8520
Keminmaa,65.7990,24.5426,Finland,FI,Lappi,minor,8388,8388
Suomussalmi,64.8833,28.9167,Finland,FI,Kainuu,minor,8336,8336
Pudasjärvi,65.3583,27.0000,Finland,FI,Pohjois-Pohjanmaa,minor,8257,8257
Loppi,60.7181,24.4417,Finland,FI,Kanta-Häme,minor,8175,8175
Laihia,62.9764,22.0111,Finland,FI,Pohjanmaa,minor,8090,8090
Nurmes,63.5444,29.1333,Finland,FI,Pohjois-Karjala,minor,7996,7996
Jalasjärvi,62.4917,22.7667,Finland,FI,Etelä-Pohjanmaa,minor,7885,7885
Mynämäki,60.6833,21.9833,Finland,FI,Varsinais-Suomi,minor,7859,7859
Kemijärvi,66.7150,27.4306,Finland,FI,Lappi,minor,7766,7766
Oulainen,64.2667,24.8167,Finland,FI,Pohjois-Pohjanmaa,minor,7610,7610
Kokemäki,61.2556,22.3486,Finland,FI,Satakunta,minor,7591,7591
